height,weight,skin_colour,games,victories,ties,defeats,goals,yellowCards,yellowReds,redCards,english,german,french,spanish,birthYear,gravity,meanIAT_yellowCards,meanIAT_yellowReds,meanIAT_redCards,meanIAT_gravity,meanExp_yellowCards,meanExp_yellowReds,meanExp_redCards,meanExp_gravity
180.0,69.0,0.375,55,19,12,24,2,9,1,0,0,0,0,1,1994,42.0851630073187,0.9841313932740114,0.1901362264147043,0.0,7.274819437800956,0.1194074445723999,0.04291566464880996,0.0,1.5392792050457016
182.0,71.0,0.125,136,50,27,59,32,9,0,0,0,0,0,1,1991,9.0,1.1096565890189845,0.0,0.0,1.1096565890189845,0.2113216059911113,0.0,0.0,0.2113216059911113
182.0,80.0,0.25,29,9,10,10,3,5,0,0,0,0,0,1,1991,5.0,1.1096565890189845,0.0,0.0,1.1096565890189845,0.2113216059911113,0.0,0.0,0.2113216059911113
181.0,75.0,1.0,213,109,51,53,4,28,0,3,0,0,0,1,1987,121.88357457520453,0.6025223168357987,0.0,0.026306412617583225,1.4257690004321237,0.12152995083707879,0.0,0.004983454133419275,0.27748478009607197
192.0,86.0,0.375,126,45,37,44,5,40,4,1,0,0,0,1,1983,203.6351768876763,2.840194585007646,0.24249920020156226,0.05052066670865881,12.444340412997882,0.21514252203703302,0.018686774517535,0.0038930780244864588,0.9552295300436761
168.0,67.0,0.25,101,47,22,32,11,1,0,0,0,1,0,0,1993,1.0,0.07781877797333946,0.0,0.0,0.07781877797333946,0.004362141596249242,0.0,0.0,0.004362141596249242
186.0,81.0,0.625,97,41,25,31,12,19,2,0,0,0,1,0,1987,85.1703260146374,0.14589328119589537,0.004831210407687728,0.0,0.3057346650568985,0.12070982163069642,0.004249045286284001,0.0,0.2612901775528816
192.0,85.0,0.0,274,98,65,111,5,93,9,4,0,0,0,1,1985,515.9445664994743,1.6815837171212402,0.18554245574900793,0.0939520397491123,10.760470553781502,0.1633080072303786,0.020693786112773567,0.012088327217361243,1.2262637506102823
181.0,75.0,0.25,406,229,83,94,23,62,2,2,0,1,0,0,1979,190.7593757314404,0.3858401789113579,0.019056491674525753,0.01754463812342346,1.5653784261957886,0.09724997530881399,0.004328443765779235,0.002907755400939733,0.33145406654449205
182.0,73.0,0.0,230,101,57,72,21,62,1,4,0,0,0,1,1989,220.26326244092473,0.595653853384381,0.008197499272567028,0.013571415462360969,1.2915804516201872,0.14685490720375383,0.0019973626813819686,0.0033067448836212594,0.3164209870628889
193.0,80.0,0.25,100,50,20,30,0,1,0,0,1,0,0,0,1984,1.0,0.017445662833788372,0.0,0.0,0.017445662833788372,0.00521511371590957,0.0,0.0,0.00521511371590957
188.0,81.0,0.5,32,5,7,20,1,3,2,0,0,0,0,1,1989,69.1703260146374,64.9039449864832,57.684165090865726,0.0,1973.3939499588585,2.0802274106903487,1.8573214843996513,0.0,63.530011479047936
176.0,69.0,0.75,220,148,27,45,13,19,0,0,1,0,0,0,1988,19.0,0.38600558406063834,0.0,0.0,0.38600558406063834,0.0911768815287392,0.0,0.0,0.0911768815287392
176.0,72.0,0.75,246,107,66,73,56,45,0,1,0,0,1,0,1989,76.2945248584015,0.1387909581812091,0.0,0.0032398537902235246,0.24018064315694557,0.15527638949774378,0.0,0.003469762227972766,0.2638609497937803
173.0,75.0,0.75,50,21,14,15,2,9,1,0,0,0,1,0,1993,42.0851630073187,0.0952090287127482,0.005021773374846463,0.0,0.26135521940535633,0.12371782880692044,0.006109890213425478,0.0,0.3258645424749236
180.0,74.0,0.25,136,60,28,48,32,15,1,2,0,1,0,0,1990,110.67421272412172,,,,,,,,
187.0,79.0,0.0,128,51,24,53,11,35,1,1,0,1,0,0,1993,99.3796878657202,1.795050103636811,0.08394444634422134,0.04197222317211067,5.885866575916486,0.2260300504993829,0.010498389983242797,0.005249194991621398,0.7376420575612652
184.0,76.0,0.75,270,89,82,99,21,53,2,3,0,0,1,0,1980,213.05390058984193,1.484670548063768,0.02931332997800568,0.09277411803565307,5.357828791756427,0.2878629342093821,0.004950048392977253,0.01566646894900169,0.9419107941530591
186.0,84.0,0.125,303,115,94,94,101,31,0,0,0,0,1,0,1985,31.0,0.29557854182717946,0.0,0.0,0.29557854182717946,0.03686362518788572,0.0,0.0,0.03686362518788572
180.0,74.0,0.5,197,108,47,42,28,44,0,1,1,0,0,0,1983,75.2945248584015,0.9066231091143098,0.008788289096459673,0.025266479571341274,1.9880875594557523,0.1234061015491929,0.001529682351752528,0.0038155480555988634,0.29342165498070816
178.0,72.0,0.25,139,52,34,53,4,22,1,0,0,0,0,1,1989,55.0851630073187,0.9066231091143098,0.008788289096459673,0.025266479571341274,1.9880875594557523,0.1234061015491929,0.001529682351752528,0.0038155480555988634,0.29342165498070816
184.0,74.0,0.0,262,137,55,70,85,11,0,1,0,1,0,0,1990,42.29452485840151,0.16507137611295267,0.0,0.004105165665564839,0.2935405850818279,0.033942734898549036,0.0,0.000817905082491796,0.05953868583440147
189.0,86.0,0.25,98,31,31,36,0,4,0,1,0,1,0,0,1989,35.29452485840151,,,,,,,,
186.0,78.0,0.875,63,35,15,13,1,6,0,1,1,0,0,0,1993,37.29452485840151,0.7860741197490257,0.0,0.17442301076509387,6.24455936601449,0.08351204275121554,0.0,0.03676433170959219,1.234034335339567
180.0,70.0,0.0,296,125,72,99,7,57,1,0,0,1,0,0,1987,90.0851630073187,0.6579959425754673,0.0049397246163713745,0.0,0.821427536719379,0.11107302601261654,0.0008153414159603224,0.0,0.13804872966628187
184.0,82.0,0.25,460,188,122,150,76,62,0,1,0,1,0,0,1983,93.2945248584015,0.37823491335999937,0.0,0.0017699211140295426,0.4336237536604067,0.07558019332501055,0.0,0.0002922137608032612,0.0847248841264352
172.0,69.0,0.25,294,132,74,88,39,62,4,1,0,1,0,0,1984,225.6351768876763,,,,,,,,
185.0,77.0,0.0,296,153,69,74,19,23,0,1,0,1,0,0,1985,54.29452485840151,0.37138151050404267,0.0,0.009278313703790097,0.6617419293513495,0.06497932596962946,0.0,0.0014745946886025325,0.11112606610816823
179.0,72.0,0.0,148,50,37,61,32,12,0,0,1,0,0,0,1991,12.0,0.4093415571281606,0.0,0.0,0.4093415571281606,0.0675310591889567,0.0,0.0,0.0675310591889567
169.0,67.0,0.125,377,177,83,117,45,45,1,0,0,0,0,1,1986,78.0851630073187,0.19765017985921457,0.003058782994163429,0.0,0.298850513825126,0.10019899630877993,0.0016074896991581929,0.0,0.15338305503801444
187.0,83.0,0.25,99,43,17,39,3,17,0,0,0,0,0,1,1987,17.0,1.6216781442971622,0.0,0.0,1.6216781442971622,0.336784842875486,0.0,0.0,0.336784842875486
172.0,69.0,0.0,358,188,92,78,85,34,0,2,1,0,0,0,1981,96.58904971680302,0.26066317191371335,0.0,0.015966581822241796,0.7603297636535611,0.05955513438125444,0.0,0.003905812118964964,0.18178566883044936
188.0,84.0,0.0,238,94,55,89,56,38,4,0,0,0,0,1,1981,170.3406520292748,0.6788131749095757,0.06102093499205316,0.0,2.6977007559806516,0.08119996734223767,0.006865122308645897,0.0,0.3083336579889672
174.0,81.0,0.0,462,198,111,153,121,61,2,1,0,1,0,0,1979,158.4648508730389,0.35134596540924684,0.020855737233512105,0.005903618452716961,1.2261123658408695,0.09240993118868428,0.005921090003710363,0.0010530976432071436,0.32126634951611693
183.0,76.0,0.25,158,67,33,58,17,15,0,1,1,0,0,0,1991,46.29452485840151,0.3559167119434241,0.0,0.006666398803460591,0.5645384950143397,0.07630978225664971,0.0,0.001391342623672318,0.11985118857971663
191.0,76.0,0.25,213,86,48,79,58,29,0,2,1,0,0,0,1989,91.58904971680302,0.4426846420393321,0.0,0.05599774994906897,2.1951076198350226,0.06378731730180355,0.0,0.007864211397333051,0.3098940763673672
170.0,70.0,0.0,378,149,101,128,134,30,2,0,1,0,0,0,1981,96.1703260146374,0.5579511388126487,0.05868343024692568,0.0,2.4995019943608012,0.046758530945950824,0.005024337855839921,0.0,0.2129895679102568
180.0,71.0,0.25,389,157,93,139,9,87,5,2,0,0,0,1,1981,315.0148647533965,0.7432800554529074,0.023437904703990924,0.003966690106804599,1.6428626352874207,0.18880045138512286,0.006008024349924477,0.0010168131943222951,0.41939760214038396
180.0,70.0,0.25,391,242,79,70,69,62,3,3,0,0,0,1,1988,255.13906359716063,0.723075255560391,0.022689065424419803,0.02996911230432141,2.4116158136028516,0.08190833736535566,0.002298513863419348,0.0032284605077075906,0.2589881808239894
172.0,68.0,0.5,177,64,44,69,43,18,1,0,0,0,0,1,1987,51.0851630073187,0.7432800554529074,0.023437904703990924,0.003966690106804599,1.6428626352874207,0.18880045138512286,0.006008024349924477,0.0010168131943222951,0.41939760214038396
192.0,84.0,0.25,179,74,45,60,11,27,0,0,0,0,0,1,1982,27.0,0.7530976304652783,0.0,0.0,0.7530976304652783,0.41610937450834523,0.0,0.0,0.41610937450834523
175.0,64.0,1.0,176,91,43,42,1,31,0,1,0,0,0,1,1986,62.29452485840151,0.17099330669682702,0.0,0.000995386680829778,0.20214345992377628,0.12764025459170722,0.0,0.0008486094483598624,0.1541970840684793
184.0,73.0,0.25,313,84,81,148,46,27,0,3,0,0,1,0,1984,120.88357457520453,0.3361136286692429,0.0,0.035538003732939166,1.448258569907673,0.054214086855438715,0.0,0.005584578291780297,0.22898081103124668
184.0,81.0,0.25,54,27,12,15,0,3,0,0,0,0,1,0,1990,3.0,0.2721401274996432,0.0,0.0,0.2721401274996432,0.03782125443130728,0.0,0.0,0.03782125443130728
174.0,65.0,0.0,186,61,60,65,20,19,0,0,0,0,1,0,1987,19.0,0.45883245098238473,0.0,0.0,0.45883245098238473,0.05297193675568958,0.0,0.0,0.05297193675568958
180.0,77.0,0.25,563,285,138,140,9,91,1,1,0,0,1,0,1979,155.3796878657202,0.5871792282413629,0.0016570426314794899,0.0023474770612626106,0.7154659330621486,0.08800506447948729,0.00020039223565973893,0.00028388900051796344,0.10351924564542694
176.0,68.0,0.25,219,94,53,72,58,29,0,0,0,0,0,1,1991,29.0,0.351990698390741,0.0,0.0,0.351990698390741,0.06370186868766738,0.0,0.0,0.06370186868766738
184.0,78.0,0.0,216,87,60,69,14,43,3,3,1,0,0,0,1982,236.13906359716063,0.3422126957263264,0.02973864497788593,0.053700725679344745,3.0066593071229164,0.11798744741235453,0.008017718604943953,0.020568686838496237,1.0269422559757337
178.0,78.0,0.375,317,120,68,129,5,31,0,0,1,0,0,0,1985,31.0,0.8983231342555738,0.0,0.0,0.8983231342555738,0.13085008040531604,0.0,0.0,0.13085008040531604
180.0,74.0,0.125,139,39,36,64,11,24,0,0,0,1,0,0,1987,24.0,0.28651196638376236,0.0,0.0,0.28651196638376236,0.0904097376044299,0.0,0.0,0.0904097376044299
176.0,74.0,0.25,344,138,92,114,16,61,2,3,0,0,0,1,1981,221.05390058984193,0.41998058798131194,0.042930586362171515,0.014742867560920976,2.3017170711428925,0.08670808627233408,0.01013410834696044,0.0031805000839792365,0.5215289518055856
190.0,85.0,1.0,113,40,26,47,8,24,1,3,0,1,0,0,1993,150.96873758252323,1.0876180979844623,0.06786655219096438,0.07917764422279178,5.8108207953270465,0.19114626133605944,0.011106992301111944,0.0129581576846306,0.9641422999201408
177.0,74.0,0.0,249,95,70,84,3,37,1,0,0,0,0,1,1984,70.0851630073187,0.29958396127074644,0.0074405178825793575,0.0,0.5457547082747544,0.06618430898957782,0.001998054390550728,0.0,0.13229026419843748
175.0,70.0,0.75,344,171,68,105,36,48,3,3,1,0,0,0,1985,241.13906359716063,0.5248906269178338,0.049467559817596256,0.0871089347989806,4.88756563251287,0.09983941243290852,0.010897619506230503,0.01691049708060341,0.98959490144515
173.0,72.0,0.125,172,65,43,64,31,45,0,1,0,0,0,1,1984,76.2945248584015,,,,,,,,
