height,weight,skin_colour,games,victories,ties,defeats,goals,yellowCards,yellowReds,redCards,english,german,french,spanish,birthYear,gravity,meanIAT_yellowCards,meanIAT_yellowReds,meanIAT_redCards,meanIAT_gravity,meanExp_yellowCards,meanExp_yellowReds,meanExp_redCards,meanExp_gravity
191.0,84.0,0.0,108,43,21,44,0,4,0,0,1,0,0,0,1985,4.0,0.495218419815265,0.0,0.0,0.495218419815265,0.42562942506424933,0.0,0.0,0.42562942506424933
175.0,69.0,0.25,553,339,107,107,281,62,2,5,0,0,0,1,1981,284.64295030664493,0.11892309800143933,0.001260855305673654,0.0121716647351453,0.5415451659404285,0.04221865608152969,0.0004675932650606897,0.004510693538179104,0.198849066536364
194.0,88.0,0.75,211,78,51,82,0,7,0,1,0,1,0,0,1981,38.29452485840151,0.5830926195131336,0.0,0.24888099613365458,8.371705139801517,0.20108520493946772,0.0,0.0858290508887972,2.8870645715519396
187.0,77.0,0.125,171,80,38,53,1,13,0,0,1,0,0,0,1991,13.0,0.44122920639709573,0.0,0.0,0.44122920639709573,0.05422017991649544,0.0,0.0,0.05422017991649544
182.0,74.0,1.0,111,62,21,28,23,14,0,1,0,1,0,0,1983,45.29452485840151,0.1657202483195679,0.0,0.05586086558538274,1.9138594949931529,0.05958142996041302,0.0,0.012082575482784375,0.4376998887599213
190.0,82.0,0.0,248,136,46,66,0,6,0,0,1,0,0,0,1990,6.0,0.14250454654705702,0.0,0.0,0.14250454654705702,0.026715180852084543,0.0,0.0,0.026715180852084543
182.0,82.0,0.25,174,58,45,71,6,34,0,0,0,0,0,1,1985,34.0,0.9999422579546219,0.0,0.0,0.9999422579546219,0.246476589826831,0.0,0.0,0.246476589826831
175.0,68.0,0.375,371,140,97,134,63,81,1,3,0,0,0,1,1978,207.96873758252323,3.439986145498189,0.019194230295415553,0.056303075533218956,5.837008380500805,0.346942630174738,0.0020640907469877934,0.006054666191164194,0.6047113106294387
180.0,76.0,0.125,206,83,53,70,27,38,0,1,0,0,0,1,1989,69.2945248584015,0.8527745034051285,0.0,0.007270834441048938,1.0803118125618567,0.11431628809842759,0.0,0.0009573984313478063,0.1442776171076361
178.0,72.0,0.125,58,18,15,25,4,7,1,0,1,0,0,0,1991,40.0851630073187,0.47476789753646076,0.07612456212714667,0.0,2.993361444373868,0.07611918755449983,0.00965536568889785,0.0,0.3955685352669572
183.0,80.0,0.125,401,151,89,161,20,77,3,0,1,0,0,0,1982,176.2554890219561,2.0514332156847863,0.04950601339792526,0.0,3.6893477387976437,0.30907665086330965,0.007060141027219524,0.0,0.542662567603526
188.0,84.0,0.0,213,110,49,54,12,39,5,2,0,0,1,0,1989,267.0148647533965,0.5197419972827892,0.04384813317902405,0.007835834134151603,2.215683337174938,0.10321575870887037,0.007633559015508585,0.0012991184041350353,0.3964285962551699
190.0,82.0,1.0,245,114,60,71,98,15,0,1,1,0,0,0,1985,46.29452485840151,0.18707673591316193,0.0,0.027455169654999487,1.0462732251731741,0.05328309293232674,0.0,0.009855913660981363,0.361719227998167
179.0,74.0,0.0,53,20,10,23,15,8,1,1,0,0,0,1,1990,72.3796878657202,0.7804771794223289,0.14532958002311666,0.07266479001155833,7.862740101619547,0.12773815353881146,0.025195734824970933,0.012597867412485466,1.355587422215024
181.0,,0.0,46,24,7,15,9,6,0,0,1,0,0,0,1994,6.0,1.3850922068983391,0.0,0.0,1.3850922068983391,0.23196637143367335,0.0,0.0,0.23196637143367335
184.0,85.0,0.5,320,141,77,102,20,50,0,0,0,1,0,0,1987,50.0,0.625875826262475,0.0,0.0,0.625875826262475,0.08208082515253651,0.0,0.0,0.08208082515253651
188.0,79.0,0.25,167,55,39,73,2,24,0,0,0,1,0,0,1989,24.0,1.1780457059671354,0.0,0.0,1.1780457059671354,0.20999349620427948,0.0,0.0,0.20999349620427948
184.0,81.0,0.0,194,67,51,76,5,24,0,2,0,0,1,0,1986,86.58904971680302,0.7354204726237835,0.0,0.06234200695817557,2.6863839590990497,0.0801093251940767,0.0,0.006770319678175422,0.2919832626620623
174.0,74.0,1.0,223,99,50,74,60,26,1,1,0,1,0,0,1984,90.3796878657202,0.10047444707929278,0.013039692507408942,0.0018628132153441343,0.5901906537263757,0.0434616175589344,0.004862399834502562,0.0006946285477860803,0.226072979046258
173.0,73.0,0.25,400,197,86,117,109,83,1,1,0,1,0,0,1985,147.3796878657202,0.7810604669559867,0.013442888292440697,0.004333298997452566,1.3614291505952287,0.1712205374825497,0.0026807161425726088,0.0007280156901789906,0.28269537314952775
188.0,85.0,0.375,233,81,62,90,0,25,0,1,0,0,0,1,1985,56.29452485840151,0.41373810715752174,0.0,0.009909331564362855,0.7238459301286179,0.09982460867670326,0.0,0.0025302380473321597,0.17900720614661284
194.0,89.0,0.25,371,157,87,127,0,20,0,2,0,1,0,0,1983,82.58904971680302,0.25002067809994405,0.0,0.011661516694572282,0.6149623021849008,0.03629739938374941,0.0,0.0013224291629340844,0.07768219169666522
161.0,60.0,0.25,193,65,52,76,33,48,0,1,0,0,0,1,1988,79.2945248584015,3.0006435808191263,0.0,0.10208633983769541,6.195387080573108,0.5795613112158698,0.0,0.019829589428398343,1.2001188905147775
174.0,67.0,0.25,200,63,48,89,38,30,1,0,0,0,0,1,1982,63.0851630073187,,,,,,,,
184.0,83.0,0.25,365,136,101,128,31,76,6,4,0,0,0,1,1981,399.68907747751825,1.5379138842913425,0.1311438606750697,0.09326796716306478,8.795606609012223,0.4098965561481916,0.034260792431403814,0.02416536347343076,2.2996640264326844
177.0,74.0,0.25,127,79,23,25,7,5,0,0,0,1,0,0,1990,5.0,0.4880490681611438,0.0,0.0,0.4880490681611438,0.07628375515201699,0.0,0.0,0.07628375515201699
189.0,81.0,0.25,232,113,53,66,93,68,1,4,0,0,0,1,1988,226.26326244092473,2.0075697531885437,0.04618802867324354,0.14613109181563555,8.108811296239278,0.29447761374857506,0.006675381325123425,0.02013443477107439,1.1454312624795457
185.0,75.0,0.25,359,190,79,90,19,76,1,7,0,0,0,1,1986,328.14683701612927,0.33115487083958783,0.00205196897925864,0.018254230370261908,0.9703020650974704,0.10221229141921627,0.0006309347290241535,0.005828204422442473,0.3054777579539304
174.0,76.0,0.375,86,30,21,35,27,12,0,0,0,0,0,1,1987,12.0,13.711881776507402,0.0,0.0,13.711881776507402,2813.156837608018,0.0,0.0,2813.156837608018
196.0,89.0,0.125,300,150,68,82,0,20,0,3,0,0,0,1,1981,113.88357457520453,0.2919725581960694,0.0,0.014095681234791869,0.7330902049943673,0.041061911857609025,0.0,0.0022670609884455377,0.1120085083160302
188.0,88.0,0.25,329,176,82,71,36,107,1,4,0,0,1,0,1980,265.26326244092473,0.6617979229043123,0.0030370297283894647,0.017178048982927897,1.2998574274412262,0.2027075995166167,0.001120373326047634,0.005627067937461579,0.4158717510867599
179.0,77.0,0.25,185,78,40,67,18,27,0,0,0,0,0,1,1988,27.0,0.437801274147102,0.0,0.0,0.437801274147102,0.12462262816760993,0.0,0.0,0.12462262816760993
180.0,75.0,0.125,58,27,9,22,0,10,0,0,0,0,0,1,1988,10.0,,,,,,,,
188.0,79.0,0.25,580,281,129,170,258,40,0,1,1,0,0,0,1981,71.2945248584015,0.16390530125618505,0.0,0.0013898038277950103,0.2073985516934176,0.036840067042522996,0.0,0.00022962466573244462,0.044026061852389116
183.0,77.0,0.75,63,31,7,25,1,5,1,0,0,0,1,0,1993,38.0851630073187,0.39475346924631466,0.09751291664539126,0.0,3.620984211778165,0.03536531929484951,0.006075592556550518,0.0,0.23637728939437552
174.0,70.0,0.5,311,120,82,109,55,31,1,1,0,0,1,0,1987,95.3796878657202,0.4175477159228167,0.02080807730331168,0.004298586590280515,1.2405085702772969,0.05390908640974663,0.002364728021181742,0.0004054319002182337,0.14483429713828727
175.0,70.0,0.5,79,45,11,23,11,6,0,0,0,0,0,1,1988,6.0,0.4061516962074925,0.0,0.0,0.4061516962074925,0.08315246724423433,0.0,0.0,0.08315246724423433
183.0,78.0,1.0,545,263,115,167,222,47,0,3,1,0,0,0,1981,140.88357457520453,0.16395010761012133,0.0,0.020524504510984306,0.8062547242354934,0.05206446240978788,0.0,0.006048873479248968,0.24136108387147037
182.0,71.0,0.75,80,42,21,17,3,15,1,0,0,0,1,0,1992,48.0851630073187,3.5098723113042367,0.41604534692739586,0.0,17.274800432833594,0.3161584820164964,0.04174929550025096,0.0,1.6974407290830167
187.0,75.0,1.0,123,46,32,45,53,19,0,1,0,1,0,0,1985,50.29452485840151,0.9853284659360516,0.0,0.01583198702650078,1.4807829774947703,0.13646605460255362,0.0,0.0019225844831265507,0.1966324225021344
189.0,83.0,0.25,196,89,48,59,10,46,3,0,0,1,0,0,1989,145.2554890219561,1.90796736537797,0.11234701428553821,0.0,5.624986646400563,0.18760233145914254,0.009989710134400519,0.0,0.5181135196516472
188.0,78.0,0.0,215,81,58,76,2,27,0,0,0,1,0,0,1984,27.0,0.8323271880873695,0.0,0.0,0.8323271880873695,0.09116893455906182,0.0,0.0,0.09116893455906182
194.0,89.0,0.25,218,118,47,53,0,12,0,2,1,0,0,0,1979,74.58904971680302,0.16864647358506063,0.0,0.06552293485858922,2.2191555873126037,0.04474474564988978,0.0,0.013986240453645571,0.4824374952020819
180.0,69.0,0.25,191,80,50,61,3,19,0,2,0,0,0,1,1982,81.58904971680302,,,,,,,,
188.0,86.0,0.875,188,74,58,56,56,31,1,2,0,1,0,0,1983,126.67421272412172,0.7339359241102049,0.042595891493152245,0.019883718151558462,2.7654794495746016,0.09421924225096738,0.005601663194658617,0.002155890376946654,0.34701874715169106
181.0,81.0,0.375,364,150,74,140,22,23,0,2,0,1,0,0,1980,85.58904971680302,0.17660421101220866,0.0,0.013435382229407083,0.5970581141725144,0.035715517578457416,0.0,0.002321697712678315,0.10837194436156287
175.0,71.0,0.25,330,131,80,119,37,77,3,5,0,0,0,1,1980,332.7281133139636,1.1520006407880157,0.01981958433148981,0.04264032515136602,3.142143534552402,0.1396903114544684,0.0026451096714674898,0.005690751862701582,0.40529357173751485
188.0,87.0,0.25,393,135,101,157,0,29,1,3,0,0,0,1,1977,155.96873758252323,0.1959506459152847,0.0023840382424519815,0.05006480309149161,1.8415811646601512,0.029554958335902933,0.0004051740057230346,0.008508654120183727,0.3092344942372079
180.0,73.0,0.25,171,80,34,57,33,16,0,0,0,0,1,0,1984,16.0,0.4789737195854399,0.0,0.0,0.4789737195854399,0.05459146366772793,0.0,0.0,0.05459146366772793
179.0,78.0,0.0,103,33,28,42,3,24,2,1,0,0,0,1,1988,121.4648508730389,2.3943533018125107,0.11218053537042508,0.052584625954886756,7.75147548490625,0.34262250481387574,0.016052591733593004,0.007524652375121721,1.1092055398138134
170.0,69.0,0.25,327,168,85,74,76,16,0,1,1,0,0,0,1991,47.29452485840151,0.16559361608013742,0.0,0.005347433679568095,0.3329390122940346,0.022461710824892508,0.0,0.0005565748279627463,0.03987945561413321
180.0,77.0,0.0,186,72,46,68,18,32,1,1,0,1,0,0,1989,96.3796878657202,,,,,,,,
193.0,84.0,0.25,359,187,70,102,182,41,0,0,1,0,0,0,1986,41.0,0.3221715710573258,0.0,0.0,0.3221715710573258,0.07308457162476158,0.0,0.0,0.07308457162476158
176.0,72.0,0.0,76,32,17,27,8,7,0,0,0,0,0,1,1986,7.0,,,,,,,,
185.0,90.0,0.0,221,80,60,81,51,28,0,0,0,1,0,0,1981,28.0,0.6583191697954697,0.0,0.0,0.6583191697954697,0.037566516155272706,0.0,0.0,0.037566516155272706
180.0,73.0,0.125,82,35,19,28,0,8,1,0,0,0,0,1,1988,41.0851630073187,0.47091230700962056,0.031218285889742455,0.0,1.503774384480827,0.10529494531479146,0.007021976131631618,0.0,0.33761817026332475
177.0,74.0,0.75,222,84,52,86,27,49,1,3,0,0,0,1,1983,175.96873758252323,1.7122936764696053,0.02408726121098145,0.03871166980336304,3.720687953006367,0.22663002621344913,0.0029987866875939083,0.004819478605061637,0.4766686656073066
176.0,77.0,0.75,296,119,76,101,36,28,1,0,0,1,0,0,1987,61.0851630073187,0.44109367803082883,0.005371830638314997,0.0,0.6188215703471892,0.07398797972488026,0.0007485818099431488,0.0,0.09875493093116298
179.0,76.0,0.0,237,106,57,74,18,23,1,1,0,1,0,0,1980,87.3796878657202,0.3504597784554777,0.006673003314068195,0.004448668876045464,0.7104561595780035,0.10104600078295262,0.0014078650350481175,0.0009385766900320781,0.17699775651754915
184.0,79.0,0.0,123,48,35,40,5,18,2,0,0,0,0,1,1987,84.1703260146374,0.708055506054515,0.05121155842612197,0.0,2.402398264441585,0.18325745181724867,0.012903629541969967,0.0,0.6101761385993781
186.0,,0.0,90,31,25,34,27,4,0,0,0,0,1,0,1987,4.0,0.516178586305883,0.0,0.0,0.516178586305883,0.06454087828642763,0.0,0.0,0.06454087828642763
189.0,90.0,0.25,429,152,114,163,13,79,2,3,0,1,0,0,1983,239.05390058984193,0.47776760282882014,0.0039292829986337305,0.02159931290781964,1.2837088060586577,0.09701885223997243,0.0006491997482557856,0.003990643600748374,0.2433830270999663
179.0,78.0,0.5,259,93,64,102,46,54,1,4,0,0,0,1,1986,212.26326244092473,5.5125301527392105,0.10027250767254856,0.5679070207272523,26.60244279164783,1.0983270630916935,0.019851298261005464,0.11243053469642186,5.2735706648645095
185.0,80.0,0.25,266,111,66,89,13,84,5,3,0,0,0,1,1980,343.309389611798,0.8048348919082549,0.05175482237075152,0.015763176486087892,3.010452744850641,0.2976556763955263,0.016786470061041246,0.004264042326776889,0.986479953275147
190.0,75.0,1.0,450,234,116,100,170,43,1,5,1,0,0,0,1984,232.55778729932624,0.08683919768997907,0.00024866790488840357,0.0032007880900270153,0.19523355830772623,0.06018618364059992,0.0001765805583158549,0.002220041621835326,0.13550352791761494
176.0,71.0,0.875,141,46,37,58,33,11,0,0,1,0,0,0,1990,11.0,0.050116254214876546,0.0,0.0,0.050116254214876546,0.03335659128244704,0.0,0.0,0.03335659128244704
183.0,78.0,1.0,358,120,88,150,14,33,1,0,1,0,0,0,1979,66.0851630073187,0.12471471392847798,0.0012935519142609317,0.0,0.16751208987023,0.05502591813273082,0.0005707336327241972,0.0,0.07390873340517005
170.0,68.0,0.25,465,241,103,121,43,100,5,4,0,0,0,1,1980,390.60391447019947,0.7354338761655212,0.04770955886200378,0.03233703542781079,3.325884567164818,0.09435048962096007,0.010743144280623798,0.004307265257519454,0.5845829890297136
184.0,82.0,0.5,117,60,23,34,11,34,1,0,0,1,0,0,1994,67.0851630073187,1.093792276693165,0.04709055018653946,0.0,2.651790805719145,0.11964056570745053,0.005345656322895324,0.0,0.2965024765315462
183.0,74.0,0.125,49,12,9,28,0,8,0,0,1,0,0,0,1990,8.0,0.562456755619241,0.0,0.0,0.562456755619241,0.10862845723596505,0.0,0.0,0.10862845723596505
190.0,83.0,0.375,288,133,71,84,70,27,1,0,0,1,0,0,1988,60.0851630073187,0.10572231786086993,0.002114667608448163,0.0,0.17568644039267417,0.06083386148109387,0.0011815049040128874,0.0,0.09992414382430667
186.0,75.0,0.75,457,268,107,82,2,34,0,4,0,0,0,1,1979,159.17809943360604,0.1377559937330167,0.0,0.01512198722932224,0.6109913989894717,0.03956436842122527,0.0,0.004781836734210172,0.189209676968783
183.0,74.0,0.0,104,42,13,49,16,14,0,2,0,1,0,0,1993,76.58904971680302,,,,,,,,
177.0,72.0,0.125,274,120,61,93,89,23,0,0,0,1,0,0,1987,23.0,0.1730794238707945,0.0,0.0,0.1730794238707945,0.030316449050110276,0.0,0.0,0.030316449050110276
175.0,65.0,0.125,347,133,94,120,14,44,3,0,0,0,1,0,1983,143.2554890219561,0.6043970613240952,0.019187465997577226,0.0,1.2392175015513225,0.06872628303182429,0.002172807068820465,0.0,0.1406139590872037
183.0,73.0,0.0,254,96,63,95,9,65,1,2,0,1,0,0,1986,160.67421272412173,2.280258518794223,0.03257138430298168,0.024428538227236264,4.122367574639051,0.11763967822456776,0.0013155272412399192,0.0009866454309299395,0.19204071140622406
183.0,80.0,0.75,210,98,51,61,6,28,1,0,0,0,0,1,1982,61.0851630073187,0.5781722680299216,0.05296684518195664,0.0,2.3305889748583697,0.1431665789180482,0.012191435170822969,0.0,0.5465221988378842
174.0,71.0,0.125,310,160,75,75,15,75,4,1,0,0,0,1,1988,238.6351768876763,1.15611006617065,0.030801357666575657,0.0446162493306957,3.571422329184126,0.1686929024745371,0.004727855375024341,0.0049763177229608345,0.480846266916747
173.0,71.0,0.25,396,195,97,104,97,62,0,4,0,0,1,0,1985,187.17809943360604,0.7864815963780306,0.0,0.05548501492886299,2.522858775338112,0.1502003130094389,0.0,0.010159053506877038,0.4681230655182335
169.0,59.0,0.25,85,36,19,30,3,11,0,1,0,1,0,0,1991,42.29452485840151,1.3223739929417473,0.0,0.11713942850861939,4.988196750303684,0.12143401093889541,0.0,0.010756949787894278,0.45806764347672985
196.0,93.0,0.0,136,48,33,55,0,9,0,2,0,1,0,0,1990,71.58904971680302,0.9549071212619268,0.0,0.17154020142429818,6.323176218949826,0.08821655512609113,0.0,0.01584728535199242,0.5841498205122
178.0,64.0,0.25,276,95,75,106,12,8,0,0,0,1,0,0,1987,8.0,0.04123035025572166,0.0,0.0,0.04123035025572166,0.02049770995676775,0.0,0.0,0.02049770995676775
169.0,70.0,0.5,251,103,57,91,46,37,3,5,0,0,0,1,1986,292.7281133139636,0.3569534576460588,0.014889407150091976,0.05428980818305813,2.54854567203175,0.10296892272359241,0.00419740114177079,0.015853734658863847,0.737975717086501
188.0,89.0,0.125,240,76,79,85,0,11,0,5,0,0,1,0,1978,167.47262429200754,0.371021975087387,0.0,0.1974373156964321,6.549728959125448,0.059587381153574155,0.0,0.031709099121611024,1.0519085718523478
176.0,68.0,0.25,267,104,65,98,36,28,3,1,0,0,1,0,1985,158.5500138803576,0.5163831865575697,0.10964399237684173,0.007150695155011418,4.367750154401943,0.039941665220732045,0.009835947877191217,0.000641474861555949,0.3854402550700961
180.0,73.0,0.125,119,53,25,41,32,17,1,0,1,0,0,0,1991,50.0851630073187,0.5836311620411991,0.05135810375471019,0.0,2.2828223965125725,0.09284054418260955,0.009221017723200477,0.0,0.397919418648072
179.0,70.0,0.375,242,149,38,55,16,51,5,1,0,0,0,1,1988,247.720339894995,0.8670826533823174,0.07581164317761378,0.01053627953215704,3.7050510875005043,0.15287840776655862,0.016018304481559803,0.0019068137262790818,0.7425194521972103
172.0,65.0,0.0,94,47,18,29,4,14,0,2,1,0,0,0,1990,76.58904971680302,0.743017032456436,0.0,0.059218116009252274,2.5962198359756856,0.13591307266592045,0.0,0.010112062168115037,0.45236525355569795
176.0,69.0,0.5,259,105,79,75,13,16,0,0,0,0,1,0,1979,16.0,0.19603062435896149,0.0,0.0,0.19603062435896149,0.020198010178584646,0.0,0.0,0.020198010178584646
177.0,74.0,0.0,91,31,32,28,4,15,1,1,0,0,1,0,1987,79.3796878657202,3.3784483070549842,0.3530761515125156,0.11735118854089602,18.73248002079935,0.4726347674042643,0.049313191327658004,0.016441010257692016,2.6186833450975002
184.0,73.0,0.125,305,102,82,121,14,35,2,4,0,0,1,0,1979,226.34842544824343,0.4941348058605217,0.013768802568062517,0.042988691185528366,2.2949885481761223,0.08990529656932646,0.0024378361787145532,0.007608856459732335,0.40867705155033873
183.0,76.0,0.25,463,192,110,161,18,75,4,3,1,0,0,0,1982,301.2242266044793,0.37572891497558575,0.008894330179593438,0.005212759164374454,0.8331301000587252,0.12352264330323438,0.0029990665189232376,0.0016477587412007085,0.2743130748387554
168.0,67.0,0.25,151,64,46,41,8,27,0,1,0,1,0,0,1989,58.29452485840151,1.9493198289754625,0.0,0.1613024727149234,6.997204071074266,0.3620422464831612,0.0,0.03022913472358402,1.308048654538329
174.0,68.0,0.5,183,63,56,64,13,23,0,0,0,0,1,0,1982,23.0,0.09703111836243408,0.0,0.0,0.09703111836243408,0.08320215765556864,0.0,0.0,0.08320215765556864
185.0,75.0,1.0,124,49,35,40,6,25,0,4,0,1,0,0,1989,150.17809943360604,2.026667734842685,0.0,0.3526747355727487,13.063456014154248,0.15641878638104975,0.0,0.041873461832510867,1.4668288786058878
195.0,90.0,0.375,206,104,46,56,15,40,2,2,0,0,0,1,1987,168.7593757314404,0.46605789607194975,0.009657190252444492,0.008852424398074118,1.0626000251494154,0.16030143842245143,0.003063087940466905,0.0028078306120946626,0.3495139271269281
185.0,72.0,0.0,112,39,21,52,19,11,0,0,1,0,0,0,1991,11.0,0.995331386639946,0.0,0.0,0.995331386639946,0.09367787059868166,0.0,0.0,0.09367787059868166
194.0,80.0,0.75,176,92,41,43,14,19,1,0,0,1,0,0,1986,52.0851630073187,0.8006576015561803,0.006481175013676906,0.0,1.0150883333626417,0.18322399869424122,0.001127033042318712,0.0,0.22051207061399006
193.0,85.0,0.5,116,46,33,37,6,31,0,2,0,1,0,0,1987,93.58904971680302,1.3310402720369856,0.0,0.05202015570257897,2.9589863278092605,0.25465915332624517,0.0,0.01067124366930145,0.5886106536052593
179.0,79.0,0.0,147,64,32,51,29,20,0,0,0,1,0,0,1992,20.0,1.2723287957795666,0.0,0.0,1.2723287957795666,0.08913757999938804,0.0,0.0,0.08913757999938804
184.0,70.0,0.0,157,43,50,64,19,38,1,1,0,1,0,0,1991,102.3796878657202,2.1496253191887065,0.025869064426214256,0.10347625770485702,6.243747851575842,0.3470889168244656,0.00406244849921984,0.01624979399687936,0.9900252698092359
188.0,67.0,0.125,46,16,12,18,6,5,0,0,0,1,0,0,1990,5.0,0.22302826451870994,0.0,0.0,0.22302826451870994,0.06472519449321969,0.0,0.0,0.06472519449321969
178.0,74.0,0.25,328,200,53,75,3,74,2,0,0,0,0,1,1986,140.1703260146374,0.8602933061387514,0.016507892186931505,0.0,1.4064596100506226,0.19963057781989538,0.003624028190571729,0.0,0.31953214124807916
176.0,69.0,0.125,387,170,85,132,3,117,4,3,0,0,0,1,1982,343.2242266044793,1.102379684516293,0.011625494376768025,0.015862111962249483,1.983408318121694,0.17061437142816363,0.001975785472426451,0.002695810548895311,0.3203476660868303
183.0,70.0,0.125,596,313,135,148,238,74,5,1,1,0,0,0,1984,270.720339894995,0.1745912903759522,0.0076745672638504295,0.0009584583998667837,0.45850009953145043,0.04040530485938678,0.0017795846870891213,0.00019653735640310608,0.10543369750262009
181.0,79.0,0.0,355,133,92,130,31,34,0,0,0,1,0,0,1978,34.0,0.752155874401671,0.0,0.0,0.752155874401671,0.03535807354306103,0.0,0.0,0.03535807354306103
,,0.25,58,29,12,17,6,8,0,1,0,1,0,0,1992,39.29452485840151,0.5334627067244416,0.0,0.12060060463699662,4.307601326475185,0.06423017532691783,0.0,0.015611143171921665,0.5527734833886854
170.0,64.0,0.0,410,176,127,107,14,86,0,4,0,0,1,0,1980,211.17809943360604,0.86358905693008,0.0,0.03194297171929498,1.8632291794507727,0.12238565811683065,0.0,0.003140211639928478,0.22065708934321426
181.0,73.0,0.625,604,338,137,129,105,64,3,0,1,0,0,0,1980,163.2554890219561,0.24540989414642786,0.005712277721967667,0.0,0.43440153372080326,0.07293074812805551,0.0016225045948381632,0.0,0.12661157712839977
187.0,82.0,0.125,97,53,23,21,3,10,0,0,0,1,0,0,1993,10.0,0.6286809112573424,0.0,0.0,0.6286809112573424,0.09752716021103222,0.0,0.0,0.09752716021103222
176.0,70.0,0.0,146,57,43,46,2,15,1,0,0,0,1,0,1986,48.0851630073187,0.3875780210741644,0.022790585530892467,0.0,1.1416082583959806,0.036015150729888534,0.001991346077414561,0.0,0.10189916030513396
179.0,,0.25,87,27,19,41,17,7,0,0,0,0,1,0,1989,7.0,0.485754392815179,0.0,0.0,0.485754392815179,0.04957801325352307,0.0,0.0,0.04957801325352307
179.0,68.0,0.25,178,58,60,60,24,13,0,0,0,0,1,0,1983,13.0,0.04413468864260485,0.0,0.0,0.04413468864260485,0.027485084466659464,0.0,0.0,0.027485084466659464
183.0,71.0,0.875,253,88,81,84,13,39,0,1,0,0,1,0,1980,70.2945248584015,0.10188050151623618,0.0,0.001521749507529231,0.14950292930786996,0.09383455323549211,0.0,0.0013446432347028227,0.13591452436958104
178.0,71.0,0.0,51,18,8,25,4,13,0,0,0,0,0,1,1987,13.0,,,,,,,,
178.0,73.0,0.5,108,50,23,35,2,9,2,1,1,0,0,0,1991,106.4648508730389,0.4265631215314307,0.10131337511977795,0.07488409869549967,6.121994940316217,0.040216032956197204,0.008237254721736196,0.006421742422163292,0.5137123260222856
180.0,72.0,0.625,292,129,92,71,3,52,3,0,0,0,1,0,1983,151.2554890219561,0.7065200152157758,0.019620046949439734,0.0,1.3556524667492353,0.08665501372319621,0.0019287842204536666,0.0,0.15046915406284983
170.0,72.0,0.25,466,286,93,87,127,46,3,3,0,1,0,0,1983,239.13906359716063,0.0915532017214815,0.005917647185499271,0.013681599034135761,0.7154986645499694,0.036758465007068135,0.0023910831072897166,0.007407496771781501,0.3476819312388396
173.0,69.0,0.0,255,72,75,108,3,35,1,0,0,0,1,0,1981,68.0851630073187,1.2260603159892238,0.011295070069361857,0.0,1.5997595504131472,0.2837818424944991,0.002257340389400343,0.0,0.3584663172408137
194.0,78.0,0.25,177,52,52,73,21,20,0,1,1,0,0,0,1989,51.29452485840151,0.46577037690497863,0.0,0.08735567974780184,3.199524868295123,0.047810477477898246,0.0,0.008762656362791643,0.32203364484891134
187.0,81.0,0.0,71,29,18,24,10,8,0,0,0,0,0,1,1989,8.0,5.704512961323605,0.0,0.0,5.704512961323605,1.3663366309006935,0.0,0.0,1.3663366309006935
174.0,69.0,0.25,136,52,29,55,5,25,2,1,0,0,0,1,1990,122.4648508730389,1.0123235329723872,0.09425389832252765,0.03680158635709687,5.282417282129234,0.3828879351781298,0.03638670966007059,0.013992954596287178,2.0246510210375366
186.0,77.0,0.0,247,122,67,58,9,30,0,0,0,0,1,0,1983,30.0,0.3059510217883072,0.0,0.0,0.3059510217883072,0.060328485925481505,0.0,0.0,0.060328485925481505
183.0,77.0,0.125,914,523,197,194,265,86,2,2,1,0,0,0,1978,214.7593757314404,0.2843747523730715,0.005978798690689947,0.0030485749694471693,0.5775879868065574,0.032248230683438975,0.0008202138846813295,0.00033321301850672996,0.06981288384978873
172.0,82.0,0.75,194,74,47,73,45,21,1,0,1,0,0,0,1987,54.0851630073187,1.1047767673633435,0.07592577205524856,0.0,3.6167933122677645,0.09197751367843959,0.0042002152423469335,0.0,0.23094231963731257
188.0,77.0,0.5,389,132,118,139,82,32,3,4,1,0,0,0,1978,256.43358845556213,0.1960274655732498,0.012798383680313436,0.034966766417355244,1.7137324167324703,0.06967231439641913,0.00457311463842215,0.012467811687726996,0.6111488004512124
162.0,61.0,0.25,190,50,66,74,24,16,0,1,0,0,1,0,1986,47.29452485840151,0.4748952710720618,0.0,0.017712629256728372,1.0292035876543977,0.20118075321998688,0.0,0.007503633563944806,0.4360034003151935
180.0,74.0,0.0,383,186,85,112,25,112,7,0,0,0,0,1,1983,343.5961410512309,1.2280442369470652,0.03688114265340054,0.0,2.4482628535309963,0.18607228685229063,0.005931731735848501,0.0,0.3823245982485239
178.0,76.0,0.5,342,131,97,114,81,39,0,0,1,0,0,0,1986,39.0,0.4414787750813719,0.0,0.0,0.4414787750813719,0.04281132335917662,0.0,0.0,0.04281132335917662
186.0,79.0,0.25,168,85,38,45,7,4,0,0,1,0,0,0,1989,4.0,0.16894456388991874,0.0,0.0,0.16894456388991874,0.01987500423543267,0.0,0.0,0.01987500423543267
188.0,79.0,0.0,278,108,66,104,9,59,4,3,1,0,0,0,1983,285.2242266044793,0.8045357154111971,0.055741843250865925,0.02839583508074391,3.537397852503915,0.12782885689226242,0.008354638414625812,0.005213000769963133,0.5673818128898416
