height,weight,skin_colour,games,victories,ties,defeats,goals,yellowCards,yellowReds,redCards
191.0,82.0,0.375,332,188,68,76,0,12,0,1
186.0,82.0,0.125,45,13,9,23,0,14,1,0
171.0,74.0,0.0,371,177,78,116,34,76,3,1
184.0,82.0,0.125,377,245,66,66,177,39,1,1
178.0,71.0,0.25,253,102,64,87,6,45,1,6
189.0,89.0,0.125,201,84,43,74,6,40,2,1
176.0,74.0,0.0,172,70,46,56,2,13,0,1
179.0,77.0,0.0,213,112,42,59,20,47,0,1
185.0,82.0,0.125,149,78,37,34,8,27,1,0
187.0,76.0,0.25,285,105,83,97,5,36,2,2
183.0,70.0,0.25,310,94,97,119,76,15,0,1
181.0,69.0,0.125,138,63,40,35,5,15,1,0
172.0,69.0,0.5,276,175,54,47,14,33,3,0
190.0,80.0,0.25,141,62,41,38,0,14,0,0
191.0,80.0,0.5,175,71,56,48,52,15,1,0
181.0,77.0,0.125,311,117,82,112,20,92,4,0
184.0,82.0,0.5,290,109,69,112,12,70,4,5
188.0,87.0,0.5,224,75,55,94,1,24,0,0
187.0,83.0,1.0,371,177,87,107,12,61,1,1
184.0,79.0,0.875,132,43,45,44,0,3,0,0
186.0,77.0,0.0,227,98,51,78,64,15,0,0
177.0,69.0,0.25,192,84,39,69,10,31,0,0
182.0,80.0,0.0,455,181,103,171,24,104,1,0
187.0,80.0,0.0,168,70,36,62,8,35,1,0
177.0,69.0,0.25,261,123,64,74,39,15,0,1
188.0,85.0,0.0,184,72,46,66,7,17,1,0
184.0,80.0,0.375,302,130,76,96,16,65,0,3
183.0,84.0,0.375,265,140,57,68,15,42,3,0
189.0,86.0,0.0,276,119,54,103,25,15,0,1
190.0,87.0,0.25,451,194,101,156,41,44,0,0
174.0,78.0,0.0,228,99,56,73,24,37,2,0
196.0,94.0,0.125,180,60,52,68,0,11,0,1
182.0,74.0,0.25,394,172,95,127,96,58,2,1
180.0,77.0,0.75,248,91,65,92,5,41,1,0
174.0,73.0,1.0,146,59,51,36,20,1,0,0
188.0,87.0,0.75,184,79,53,52,12,46,1,1
183.0,76.0,0.375,161,68,27,66,44,8,0,0
189.0,85.0,0.125,53,31,9,13,0,2,0,0
182.0,73.0,0.25,345,146,105,94,19,37,0,4
172.0,63.0,0.5,194,68,47,79,26,8,0,0
190.0,83.0,0.0,242,142,52,48,11,37,1,1
184.0,74.0,0.125,129,61,38,30,1,36,0,1
186.0,73.0,0.125,395,182,116,97,0,6,0,2
173.0,69.0,0.375,158,68,38,52,1,43,2,2
173.0,67.0,0.25,103,45,15,43,17,12,0,0
177.0,72.0,0.0,102,34,25,43,15,5,0,0
180.0,76.0,0.5,296,196,61,39,49,32,0,0
172.0,62.0,1.0,223,94,50,79,32,27,1,2
174.0,64.0,1.0,128,62,40,26,2,19,0,1
193.0,85.0,0.0,31,19,1,11,2,2,0,0
187.0,83.0,0.5,357,166,90,101,95,43,0,1
170.0,65.0,0.125,77,23,20,34,6,5,0,0
185.0,84.0,0.0,800,525,136,139,0,23,1,1
180.0,69.0,0.25,274,94,71,109,75,21,1,3
191.0,91.0,0.0,145,58,32,55,51,14,0,1
183.0,72.0,0.0,119,52,26,41,6,14,2,0
170.0,65.0,0.125,574,400,106,68,58,47,0,0
181.0,77.0,0.25,125,60,28,37,9,33,1,4
178.0,74.0,0.0,84,37,16,31,2,17,0,0
190.0,76.0,0.0,76,27,22,27,0,1,0,1
191.0,81.0,0.0,322,135,72,115,0,21,0,0
182.0,75.0,0.125,455,180,106,169,34,55,1,0
179.0,70.0,0.375,260,105,62,93,5,76,1,5
181.0,74.0,0.125,43,30,6,7,6,4,0,0
176.0,74.0,0.25,163,99,30,34,41,16,2,0
202.0,94.0,1.0,25,4,10,11,0,2,0,0
187.0,75.0,0.125,176,71,45,60,1,55,1,0
186.0,82.0,0.0,475,225,102,148,152,38,2,1
181.0,74.0,0.125,89,38,17,34,2,17,0,0
187.0,80.0,0.125,249,123,59,67,67,28,3,0
184.0,75.0,0.125,390,202,84,104,70,41,2,0
190.0,84.0,0.125,131,46,37,48,43,20,0,0
183.0,85.0,0.0,383,204,92,87,122,26,0,0
174.0,63.0,0.125,246,99,55,92,43,25,1,2
183.0,75.0,0.375,155,69,36,50,26,19,0,0
168.0,64.0,0.25,69,24,16,29,0,10,1,2
188.0,70.0,0.5,151,73,38,40,11,17,0,1
170.0,65.0,0.0,165,93,28,44,11,25,1,1
185.0,72.0,0.125,46,16,9,21,4,6,0,0
188.0,80.0,0.0,99,44,28,27,0,7,0,1
176.0,74.0,0.0,123,29,26,68,7,19,2,1
180.0,77.0,0.25,139,58,21,60,6,18,0,0
175.0,71.0,0.0,311,159,73,79,46,22,1,0
181.0,69.0,0.0,120,59,29,32,2,26,0,2
188.0,83.0,0.0,335,117,93,125,17,54,1,1
180.0,70.0,0.125,141,48,42,51,15,16,1,0
170.0,67.0,0.25,537,265,121,151,55,60,0,1
191.0,74.0,0.0,201,77,45,79,7,19,1,1
185.0,83.0,0.25,758,408,175,175,4,96,0,3
189.0,81.0,0.0,246,98,52,96,16,40,1,0
195.0,82.0,0.125,143,75,31,37,7,18,0,0
180.0,75.0,0.125,113,52,19,42,10,22,0,0
189.0,87.0,0.25,156,77,33,46,0,10,0,0
181.0,77.0,0.0,324,160,76,88,21,46,3,1
186.0,76.0,0.0,205,82,47,76,29,18,1,0
180.0,72.0,0.125,282,125,55,102,50,31,0,1
189.0,79.0,0.0,361,200,73,88,40,66,1,1
181.0,78.0,0.0,125,57,20,48,5,26,1,0
201.0,97.0,0.0,69,31,19,19,7,16,0,0
197.0,96.0,0.0,116,46,34,36,10,20,0,0
192.0,90.0,0.25,215,82,50,83,0,16,0,0
183.0,72.0,0.25,488,197,146,145,33,51,1,1
186.0,89.0,0.75,347,138,82,127,93,39,2,5
181.0,74.0,0.125,238,92,50,96,10,74,1,0
186.0,82.0,0.125,251,158,42,51,14,66,1,2
179.0,77.0,0.125,231,87,66,78,92,39,1,1
177.0,72.0,0.5,66,29,15,22,3,11,2,0
178.0,73.0,0.0,112,45,26,41,8,36,2,0
190.0,81.0,0.0,357,184,71,102,30,92,2,3
174.0,69.0,0.375,28,16,2,10,2,2,0,0
182.0,73.0,0.25,120,47,30,43,0,9,0,0
174.0,74.0,0.25,493,309,100,84,5,111,6,3
187.0,78.0,0.25,246,139,45,62,50,22,2,1
179.0,77.0,0.25,333,125,91,117,10,95,1,3
168.0,60.0,0.25,490,286,106,98,165,36,1,2
180.0,78.0,0.75,162,59,45,58,3,19,3,2
178.0,81.0,0.5,307,130,74,103,31,45,1,3
182.0,76.0,0.875,91,33,23,35,14,7,0,1
172.0,65.0,0.875,436,191,127,118,31,68,2,2
183.0,75.0,0.25,266,104,73,89,14,61,3,3
178.0,84.0,0.75,442,231,94,117,132,55,0,0
193.0,86.0,0.25,129,60,34,35,0,3,0,0
193.0,86.0,0.0,224,112,46,66,16,20,1,0
185.0,78.0,0.25,401,162,93,146,36,69,2,2
186.0,76.0,0.125,358,151,91,116,8,47,0,0
174.0,61.0,0.25,325,154,91,80,6,40,0,1
192.0,83.0,0.0,392,160,116,116,23,64,1,0
182.0,73.0,0.25,358,174,85,99,53,66,1,1
172.0,71.0,0.25,252,89,87,76,9,30,1,1
183.0,77.0,0.25,418,203,110,105,6,97,2,0
170.0,65.0,0.75,563,256,133,174,225,52,2,3
179.0,76.0,0.25,422,189,108,125,44,49,0,1
184.0,81.0,0.25,359,166,82,111,27,122,9,1
173.0,64.0,0.5,363,140,81,142,16,34,1,0
192.0,90.0,0.75,359,215,70,74,7,66,2,5
186.0,72.0,1.0,94,36,18,40,1,12,1,0
182.0,70.0,0.375,216,75,60,81,0,63,2,2
172.0,64.0,0.0,457,252,74,131,41,50,0,1
182.0,78.0,0.375,235,80,69,86,17,63,1,0
175.0,70.0,0.25,411,243,81,87,55,12,1,0
180.0,74.0,0.625,333,142,95,96,65,42,0,0
167.0,70.0,0.25,103,52,27,24,17,12,0,0
172.0,70.0,0.25,299,154,72,73,6,75,2,1
180.0,76.0,0.5,552,245,149,158,74,41,2,3
168.0,62.0,0.0,233,113,57,63,11,25,1,0
173.0,64.0,0.0,588,298,144,146,76,74,0,1
191.0,80.0,0.125,350,195,74,81,0,10,0,0
195.0,85.0,0.125,41,22,4,15,0,1,0,0
193.0,89.0,0.625,226,114,44,68,26,23,1,1
180.0,69.0,0.0,167,58,53,56,3,22,1,0
180.0,75.0,0.75,130,42,35,53,28,18,0,0
191.0,83.0,0.75,240,127,50,63,2,26,1,0
190.0,80.0,0.25,223,87,56,80,14,38,1,0
183.0,75.0,0.0,226,89,53,84,6,23,1,1
185.0,77.0,0.0,722,365,152,205,62,36,0,1
184.0,69.0,0.875,89,34,18,37,4,15,0,2
185.0,79.0,0.0,53,31,8,14,29,8,1,0
188.0,86.0,0.75,351,205,78,68,6,64,1,3
190.0,75.0,0.125,593,337,127,129,20,37,0,1
193.0,97.0,0.0,175,62,55,58,0,5,0,1
184.0,75.0,0.0,696,436,140,120,64,97,2,3
179.0,82.0,0.75,427,183,101,143,88,33,0,2
180.0,72.0,0.25,472,269,99,104,37,87,4,1
188.0,83.0,0.5,472,242,121,109,33,30,0,0
181.0,73.0,0.25,289,128,66,95,104,36,2,5
176.0,67.0,0.0,163,77,33,53,35,17,0,0
179.0,72.0,0.25,235,85,65,85,10,40,2,1
172.0,74.0,0.5,92,52,19,21,5,13,1,1
183.0,82.0,0.5,9,4,1,4,0,1,0,0
183.0,76.0,0.75,125,49,29,47,23,10,0,0
176.0,56.0,0.875,315,135,73,107,45,21,1,0
179.0,77.0,0.0,191,80,47,64,44,5,0,0
178.0,69.0,0.75,51,10,17,24,4,5,0,0
171.0,65.0,0.375,114,45,28,41,22,22,1,3
186.0,78.0,0.25,130,49,33,48,0,27,0,1
190.0,84.0,0.5,375,149,122,104,2,86,5,5
188.0,77.0,0.0,255,150,44,61,9,27,0,3
182.0,81.0,0.875,162,67,42,53,24,24,2,1
182.0,67.0,0.125,252,117,52,83,22,26,0,1
170.0,69.0,0.125,249,133,56,60,21,57,1,1
184.0,80.0,0.375,117,51,17,49,1,39,1,1
189.0,87.0,0.375,76,25,21,30,0,2,0,0
188.0,87.0,0.25,186,71,38,77,81,16,0,2
178.0,69.0,0.5,168,74,43,51,10,18,1,2
191.0,74.0,0.25,139,71,32,36,9,20,0,0
182.0,77.0,0.0,133,45,34,54,2,28,2,1
179.0,73.0,0.0,231,121,51,59,49,24,1,0
179.0,72.0,0.25,58,27,8,23,2,7,0,0
177.0,68.0,0.25,130,45,26,59,14,15,0,0
184.0,82.0,0.0,253,113,67,73,4,17,1,0
185.0,82.0,0.125,252,93,63,96,14,52,1,4
170.0,63.0,0.125,182,68,50,64,9,23,3,1
191.0,80.0,0.375,95,30,24,41,27,9,0,1
184.0,81.0,1.0,263,124,60,79,86,17,1,0
180.0,74.0,0.625,106,40,28,38,11,4,0,0
170.0,66.0,0.25,325,163,69,93,5,74,1,3
179.0,77.0,0.375,202,66,59,77,36,26,2,0
180.0,76.0,0.375,536,181,145,210,118,46,0,3
172.0,67.0,0.25,84,48,15,21,3,6,0,0
176.0,68.0,0.25,82,25,17,40,3,9,0,2
181.0,71.0,0.25,132,61,32,39,9,16,1,0
185.0,80.0,0.25,284,90,74,120,20,69,2,1
192.0,87.0,0.0,66,27,18,21,3,5,0,0
183.0,78.0,0.375,487,207,127,153,10,121,7,8
180.0,72.0,0.0,366,164,89,113,19,61,1,1
179.0,72.0,0.625,92,31,18,43,4,5,0,0
179.0,70.0,0.25,245,85,55,105,19,62,4,1
170.0,63.0,0.375,90,34,22,34,16,9,1,0
183.0,82.0,0.25,252,105,67,80,5,49,4,1
185.0,74.0,0.0,174,95,31,48,39,19,0,0
177.0,69.0,0.125,141,65,30,46,5,22,0,1
183.0,73.0,0.25,133,62,28,43,6,8,0,0
188.0,83.0,0.0,193,95,49,49,50,14,2,0
190.0,78.0,0.125,238,105,52,81,20,41,0,0
186.0,73.0,0.25,205,72,52,81,39,12,0,0
168.0,65.0,0.25,129,36,43,50,14,9,0,0
181.0,73.0,0.25,338,109,104,125,10,40,1,1
183.0,72.0,0.625,350,179,79,92,107,33,1,1
186.0,79.0,0.125,411,239,89,83,0,17,0,3
185.0,76.0,0.625,222,107,49,66,10,37,2,1
181.0,78.0,0.75,158,78,30,50,42,19,0,1
193.0,80.0,0.0,524,171,137,216,0,28,0,4
180.0,76.0,0.5,303,129,99,75,57,31,0,1
186.0,78.0,0.0,496,317,102,77,161,44,2,0
192.0,76.0,0.75,109,39,23,47,13,27,2,1
181.0,70.0,0.25,217,67,54,96,11,40,1,0
175.0,65.0,0.25,111,49,28,34,16,12,1,0
183.0,76.0,0.5,124,48,30,46,24,15,0,0
187.0,79.0,0.125,431,280,81,70,185,10,0,0
184.0,85.0,0.75,117,38,34,45,9,21,2,2
190.0,86.0,0.25,325,133,82,110,21,54,2,3
181.0,75.0,0.25,278,117,65,96,28,38,2,0
183.0,77.0,0.25,172,62,44,66,34,18,0,0
188.0,78.0,1.0,367,127,82,158,91,16,0,2
178.0,70.0,0.0,8,0,2,6,0,2,0,0
181.0,76.0,0.0,188,86,40,62,33,13,2,0
170.0,64.0,0.0,284,118,84,82,102,7,0,0
186.0,72.0,0.0,315,177,66,72,54,33,0,1
182.0,75.0,0.125,335,154,89,92,79,36,0,2
185.0,90.0,0.25,132,67,23,42,13,30,1,1
175.0,70.0,0.125,110,44,35,31,12,19,1,0
180.0,77.0,0.75,134,52,34,48,3,14,0,0
189.0,83.0,0.0,174,76,40,58,0,5,0,2
194.0,80.0,0.0,156,67,39,50,7,24,1,2
179.0,74.0,0.25,180,73,40,67,58,25,0,1
176.0,75.0,0.5,61,20,17,24,2,14,1,0
178.0,64.0,0.5,168,98,35,35,5,14,0,1
175.0,69.0,0.625,299,121,64,114,37,63,1,0
171.0,65.0,0.25,332,141,75,116,38,7,0,2
191.0,84.0,0.25,153,50,42,61,0,14,0,3
191.0,94.0,1.0,178,69,42,67,56,5,0,0
186.0,78.0,0.125,449,249,86,114,277,43,2,2
174.0,68.0,0.75,40,8,10,22,5,4,0,0
196.0,83.0,0.25,78,27,20,31,0,3,0,1
178.0,74.0,0.25,192,120,34,38,15,28,0,0
181.0,76.0,0.0,98,55,15,28,22,17,1,0
183.0,76.0,1.0,518,295,129,94,20,44,2,1
182.0,78.0,0.25,225,91,52,82,14,21,0,0
184.0,79.0,0.0,87,40,18,29,5,7,1,1
172.0,74.0,0.25,462,246,99,117,225,56,1,3
180.0,73.0,0.75,217,97,52,68,8,27,0,0
178.0,73.0,0.25,226,113,59,54,5,32,0,0
183.0,85.0,0.0,140,75,24,41,13,34,2,1
185.0,78.0,0.0,175,68,38,69,10,26,1,2
188.0,75.0,0.125,264,83,69,112,34,42,0,1
181.0,74.0,1.0,74,26,20,28,0,16,1,0
173.0,70.0,0.75,267,112,76,79,7,42,2,0
184.0,77.0,0.0,277,128,65,84,26,32,1,0
180.0,78.0,0.25,247,96,55,96,39,58,2,0
198.0,100.0,0.0,129,60,27,42,0,4,0,0
183.0,73.0,0.875,123,38,33,52,13,17,2,0
196.0,88.0,0.0,153,62,32,59,12,10,0,0
166.0,68.0,0.25,151,60,36,55,3,41,2,0
170.0,62.0,0.25,273,101,89,83,2,15,1,0
185.0,75.0,0.0,247,135,52,60,20,36,2,3
184.0,76.0,0.25,32,12,4,16,0,1,0,0
178.0,76.0,0.125,256,85,70,101,9,76,3,4
170.0,74.0,0.25,460,205,118,137,34,52,1,0
188.0,79.0,0.0,446,184,111,151,0,29,0,4
188.0,81.0,0.125,172,84,31,57,22,33,3,2
190.0,81.0,0.375,154,52,39,63,10,33,0,1
186.0,71.0,1.0,256,95,60,101,13,37,3,2
172.0,68.0,0.0,406,184,101,121,56,42,0,0
169.0,67.0,0.25,45,26,6,13,11,4,0,0
176.0,72.0,0.0,253,125,52,76,54,25,0,0
177.0,64.0,0.0,345,115,105,125,20,58,0,2
188.0,81.0,0.375,44,11,16,17,0,15,0,0
182.0,74.0,0.25,45,14,15,16,0,1,0,2
169.0,67.0,0.0,497,337,96,64,386,40,0,1
175.0,72.0,0.125,324,172,79,73,152,33,0,1
180.0,79.0,0.25,168,94,30,44,31,12,0,0
195.0,94.0,0.0,379,161,81,137,131,21,0,0
185.0,72.0,0.0,205,77,46,82,56,38,3,1
184.0,66.0,0.625,259,104,73,82,89,14,0,3
182.0,72.0,0.375,167,63,38,66,9,32,1,1
189.0,75.0,0.0,50,21,10,19,0,1,0,0
184.0,75.0,1.0,441,201,116,124,122,20,0,1
179.0,74.0,0.25,286,159,60,67,11,49,2,2
183.0,81.0,0.25,98,37,22,39,5,15,0,1
182.0,75.0,0.25,54,25,13,16,12,5,0,0
177.0,72.0,0.375,144,65,32,47,10,21,1,2
186.0,81.0,0.0,43,17,10,16,1,5,0,0
178.0,78.0,0.25,160,64,42,54,13,21,1,1
164.0,62.0,0.25,603,294,151,158,133,45,0,3
171.0,68.0,0.25,379,144,117,118,48,48,0,4
182.0,81.0,0.125,397,209,87,101,234,84,0,2
187.0,80.0,0.75,258,159,44,55,13,63,6,1
174.0,65.0,0.0,352,189,80,83,34,41,0,0
180.0,80.0,0.0,474,234,98,142,186,56,1,2
194.0,86.0,0.125,77,57,9,11,0,3,0,0
178.0,73.0,0.25,151,65,42,44,23,9,1,0
184.0,80.0,0.375,167,71,41,55,7,26,2,1
190.0,84.0,0.0,104,60,15,29,0,1,0,0
184.0,78.0,0.0,286,137,67,82,23,10,0,0
183.0,78.0,0.25,449,165,113,171,9,67,0,0
177.0,68.0,0.375,76,26,13,37,3,15,2,1
188.0,86.0,0.0,197,92,40,65,64,14,0,0
183.0,76.0,1.0,413,227,97,89,29,74,3,0
184.0,77.0,0.75,432,256,99,77,38,70,2,2
187.0,80.0,0.125,158,50,40,68,6,32,1,1
180.0,72.0,0.25,245,111,62,72,8,26,1,2
187.0,82.0,1.0,216,104,61,51,11,23,0,4
185.0,79.0,1.0,169,70,36,63,65,21,1,1
175.0,72.0,0.375,198,75,43,80,5,50,0,1
185.0,77.0,0.125,283,103,70,110,53,26,0,2
187.0,83.0,1.0,171,52,59,60,35,16,2,0
189.0,87.0,0.0,421,194,99,128,35,56,1,0
174.0,65.0,0.0,239,90,56,93,8,68,5,4
193.0,92.0,0.25,424,273,70,81,0,12,0,0
176.0,80.0,0.375,438,196,104,138,2,50,1,1
170.0,70.0,0.25,236,105,44,87,17,40,1,1
184.0,77.0,0.875,213,97,49,67,4,37,3,1
189.0,85.0,0.125,177,85,45,47,0,10,0,0
182.0,81.0,0.875,333,132,88,113,56,8,0,1
181.0,78.0,0.0,191,61,53,77,3,43,1,1
188.0,76.0,0.125,169,76,39,54,6,13,0,1
183.0,76.0,0.25,337,154,105,78,6,56,0,7
171.0,64.0,0.0,37,16,6,15,11,9,0,0
184.0,71.0,0.25,165,54,52,59,4,28,1,1
188.0,80.0,0.125,200,71,48,81,2,34,0,1
194.0,85.0,0.125,185,75,46,64,0,6,0,0
174.0,73.0,0.0,217,74,60,83,9,37,1,0
186.0,82.0,0.0,167,76,36,55,11,24,1,1
184.0,75.0,0.25,366,163,79,124,22,23,1,0
181.0,74.0,0.0,261,149,60,52,4,31,1,1
191.0,89.0,0.0,327,145,76,106,30,32,0,0
192.0,81.0,0.5,25,12,5,8,0,7,0,1
183.0,78.0,0.375,509,250,130,129,20,144,10,4
180.0,75.0,0.25,240,86,63,91,13,25,0,0
175.0,71.0,0.125,201,109,32,60,20,55,1,1
186.0,78.0,0.0,134,71,28,35,16,23,0,0
180.0,67.0,0.0,270,126,60,84,98,35,0,0
190.0,75.0,0.0,252,91,67,94,19,53,1,1
176.0,74.0,0.25,118,38,28,52,21,8,0,0
165.0,60.0,0.25,144,86,28,30,2,40,4,1
187.0,87.0,0.5,137,53,41,43,3,25,0,0
184.0,76.0,0.25,241,119,52,70,94,26,0,1
186.0,83.0,0.0,9,3,0,6,0,1,0,0
177.0,69.0,0.75,252,118,65,69,8,38,0,1
178.0,75.0,0.5,160,63,33,64,3,30,5,1
189.0,88.0,1.0,253,136,63,54,101,76,5,3
189.0,84.0,0.0,328,139,70,119,23,46,1,0
176.0,64.0,0.25,213,140,41,32,67,10,0,1
189.0,88.0,0.25,453,254,86,113,251,36,1,0
187.0,84.0,0.25,282,162,53,67,122,52,1,1
188.0,80.0,0.375,221,122,45,54,10,61,2,0
180.0,70.0,0.125,318,129,71,118,37,61,3,0
194.0,85.0,0.25,718,277,183,258,0,12,0,1
181.0,78.0,0.0,140,67,31,42,1,32,3,1
192.0,83.0,0.125,213,79,51,83,44,26,2,2
189.0,75.0,0.25,288,127,90,71,21,30,2,2
170.0,63.0,0.125,276,119,70,87,33,28,0,0
181.0,82.0,0.125,300,124,73,103,41,52,0,1
189.0,92.0,0.25,228,89,50,89,0,6,0,0
185.0,76.0,0.25,337,147,69,121,90,36,1,0
185.0,70.0,0.25,398,174,105,119,95,63,2,2
194.0,85.0,0.25,324,147,93,84,51,81,4,2
180.0,76.0,0.25,413,179,86,148,11,93,1,1
194.0,85.0,0.0,247,113,50,84,15,19,1,0
184.0,80.0,0.25,461,270,95,96,31,102,2,5
185.0,73.0,0.0,325,130,69,126,96,38,3,0
191.0,77.0,0.125,73,41,15,17,3,6,0,0
190.0,79.0,0.0,275,125,51,99,30,69,2,0
174.0,74.0,0.375,129,80,23,26,3,17,0,0
191.0,81.0,0.0,347,165,84,98,22,69,1,1
190.0,83.0,0.25,435,178,112,145,22,70,4,5
185.0,75.0,0.5,241,101,56,84,8,33,2,2
188.0,75.0,0.0,97,48,20,29,41,12,0,0
171.0,63.0,0.25,213,83,52,78,10,35,0,0
181.0,76.0,0.125,136,48,36,52,5,23,0,0
192.0,89.0,0.25,89,54,16,19,0,2,0,3
184.0,73.0,0.25,170,60,43,67,18,29,2,0
170.0,61.0,0.0,369,203,77,89,94,31,0,0
188.0,76.0,0.125,370,172,108,90,40,43,0,1
174.0,66.0,0.0,196,61,61,74,11,14,1,0
187.0,79.0,0.125,99,52,23,24,4,16,0,0
192.0,90.0,0.25,319,181,74,64,32,36,0,1
188.0,84.0,0.5,59,22,13,24,3,7,0,0
178.0,67.0,0.125,414,163,100,151,35,29,1,1
178.0,73.0,0.25,435,159,101,175,54,41,0,1
185.0,72.0,0.125,449,181,110,158,18,46,0,2
188.0,85.0,0.0,133,61,32,40,27,11,0,0
186.0,83.0,0.25,76,40,17,19,3,10,0,0
178.0,71.0,0.0,157,71,34,52,1,25,2,0
179.0,75.0,0.25,326,147,89,90,4,73,3,4
193.0,86.0,0.25,346,143,86,117,9,58,3,3
167.0,58.0,0.0,333,156,83,94,37,35,0,0
183.0,85.0,0.875,216,110,48,58,19,37,2,1
190.0,86.0,0.0,116,50,32,34,0,1,0,1
180.0,82.0,0.25,258,116,46,96,57,18,0,0
190.0,84.0,0.625,196,73,49,74,39,7,0,0
186.0,76.0,0.125,192,96,43,53,9,42,3,0
183.0,74.0,0.0,104,64,22,18,33,16,0,1
180.0,81.0,0.0,178,85,43,50,60,30,1,1
175.0,73.0,0.25,426,293,82,51,20,26,0,0
180.0,85.0,0.875,316,105,78,133,9,48,1,2
178.0,71.0,0.25,226,71,56,99,5,40,2,1
175.0,68.0,0.5,14,8,5,1,0,1,0,0
180.0,79.0,0.25,171,67,47,57,31,26,0,0
185.0,77.0,0.25,143,63,24,56,2,30,0,0
189.0,84.0,0.0,239,88,67,84,8,45,5,0
183.0,76.0,0.125,418,260,82,76,76,28,0,3
179.0,69.0,0.0,276,100,78,98,79,17,0,1
180.0,83.0,1.0,271,137,46,88,12,35,0,0
186.0,74.0,0.0,611,338,126,147,29,46,1,0
188.0,76.0,0.125,415,194,108,113,17,68,1,4
177.0,85.0,1.0,495,294,100,101,59,89,5,2
170.0,70.0,0.25,312,125,73,114,39,29,1,1
184.0,74.0,0.625,200,71,52,77,0,25,0,1
173.0,70.0,0.125,531,262,128,141,244,13,1,0
190.0,92.0,0.25,271,129,65,77,0,19,0,0
185.0,78.0,0.0,155,71,38,46,9,17,1,0
183.0,77.0,0.125,389,165,89,135,29,51,0,0
193.0,79.0,0.0,283,89,80,114,17,42,1,1
184.0,76.0,0.0,249,114,64,71,27,32,1,1
177.0,71.0,0.625,297,127,87,83,65,27,1,0
183.0,72.0,0.125,130,48,24,58,1,42,1,3
180.0,73.0,0.25,134,60,34,40,20,26,1,1
186.0,76.0,0.75,86,33,19,34,2,8,0,0
184.0,80.0,0.125,703,299,192,212,0,13,0,1
177.0,72.0,0.25,231,75,61,95,9,46,1,3
184.0,76.0,0.25,202,96,37,69,1,41,2,1
180.0,79.0,0.125,195,66,51,78,30,16,1,1
185.0,85.0,0.0,379,149,95,135,92,17,1,2
193.0,93.0,0.25,205,55,50,100,0,5,0,3
176.0,69.0,0.0,427,216,99,112,64,66,2,3
190.0,79.0,0.125,216,85,61,70,6,52,4,1
178.0,75.0,0.375,201,73,54,74,19,33,1,0
186.0,76.0,0.0,247,135,48,64,33,33,0,0
185.0,81.0,0.25,282,110,86,86,7,49,2,2
175.0,65.0,0.0,194,98,52,44,30,31,0,1
189.0,88.0,0.125,377,143,106,128,17,135,6,2
186.0,76.0,0.5,326,183,76,67,16,68,4,2
192.0,81.0,0.0,60,35,10,15,0,3,0,1
185.0,81.0,0.0,365,172,84,109,147,21,0,1
185.0,76.0,0.875,217,64,51,102,50,25,1,2
187.0,89.0,0.5,61,14,18,29,0,6,0,0
191.0,81.0,1.0,319,179,63,77,9,82,6,1
182.0,82.0,0.25,223,83,44,96,74,8,0,0
185.0,85.0,0.25,215,84,59,72,7,64,4,1
176.0,65.0,0.875,2,0,0,2,0,0,0,0
190.0,82.0,0.5,83,64,11,8,40,14,0,0
176.0,68.0,0.25,250,85,79,86,20,50,0,1
176.0,66.0,0.25,138,72,32,34,9,15,1,1
176.0,65.0,1.0,233,102,56,75,2,31,1,3
177.0,64.0,0.5,415,188,94,133,57,34,0,3
187.0,83.0,1.0,277,103,73,101,27,39,1,0
171.0,70.0,0.25,439,165,114,160,13,70,1,2
189.0,82.0,0.125,219,78,55,86,0,11,0,2
169.0,63.0,0.0,242,116,50,76,36,38,0,1
175.0,73.0,0.25,77,33,22,22,5,12,0,0
168.0,67.0,0.75,160,61,37,62,14,24,0,0
175.0,70.0,0.25,308,116,75,117,13,58,2,0
179.0,75.0,0.0,57,36,11,10,0,11,0,0
198.0,89.0,0.625,331,167,71,93,46,46,0,2
180.0,82.0,1.0,248,109,57,82,66,43,1,1
175.0,66.0,0.5,343,214,64,65,61,27,0,3
186.0,80.0,0.375,192,71,42,79,19,31,1,3
177.0,70.0,0.5,162,58,36,68,7,39,0,1
183.0,78.0,0.875,229,96,57,76,11,8,0,1
184.0,75.0,0.375,135,43,40,52,25,20,1,1
178.0,73.0,0.25,461,209,107,145,113,75,1,2
171.0,65.0,0.5,213,84,59,70,4,22,1,2
185.0,84.0,0.25,132,44,34,54,7,18,0,1
188.0,82.0,0.0,367,237,64,66,26,71,5,4
181.0,70.0,0.25,335,132,86,117,90,41,1,1
193.0,88.0,0.125,300,169,66,65,24,32,1,1
183.0,75.0,0.0,180,69,31,80,37,31,1,0
175.0,67.0,0.0,433,183,103,147,14,25,0,2
188.0,78.0,0.125,106,38,24,44,36,4,0,0
174.0,65.0,0.25,14,6,5,3,0,1,0,0
173.0,66.0,0.0,250,101,66,83,59,43,0,0
185.0,77.0,0.25,228,83,69,76,0,4,0,2
191.0,81.0,0.25,254,89,92,73,56,49,0,0
182.0,76.0,0.75,287,101,84,102,11,25,2,0
180.0,77.0,0.75,239,93,67,79,3,32,0,1
185.0,78.0,0.125,408,116,116,176,0,12,0,4
186.0,84.0,0.0,282,144,71,67,109,32,1,0
